,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
2,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
3,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
4,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
5,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
6,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
7,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
8,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
9,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
10,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.98000,0.95960,0.93919,0.91874,0.89826,0.87773,0.85718,0.83659,0.81596,0.79530,0.77461,0.75387,0.73311,0.71231,0.69147,0.67060,0.64970,0.62875,0.60776,0.58674,0.56568,0.54457,0.52343,0.50225,0.48102,0.45977,0.43847,0.41714,0.39578,0.37438,0.35294,0.33146,0.30996,0.28841,0.26683,0.24521,0.22355,0.20185
