,Year,Total Human Population,Human Kcal Deficit,Total Prey Animals Population,Number of Prey Animals Eaten,Total Cereal Population (*10^3),Number of Cereal Patches Exploited,Proportion of Domestic-Type Cereal,Average Cereal Patch Density (*10^3)
934,934.00000,2211.00000,984851504.24350,10.00000,10.00000,9087600.00000,100.00000,0.95190,90876.00000
935,935.00000,2217.00000,975779145.58421,10.00000,10.00000,9093500.00000,100.00000,0.95190,90935.00000
936,936.00000,2233.00000,981489286.92492,10.00000,10.00000,9099400.00000,100.00000,0.95190,90994.00000
937,937.00000,2162.00000,934091928.26563,10.00000,10.00000,9105300.00000,100.00000,0.95190,91053.00000
938,938.00000,2201.00000,994552069.60634,10.00000,10.00000,9111200.00000,100.00000,0.95190,91112.00000
939,939.00000,2216.00000,981647210.94705,10.00000,10.00000,9117100.00000,100.00000,0.95190,91171.00000
940,940.00000,2251.00000,992832352.28776,10.00000,10.00000,9123000.00000,100.00000,0.95190,91230.00000
941,941.00000,2178.00000,933937493.62847,10.00000,10.00000,9128900.00000,100.00000,0.95190,91289.00000
942,942.00000,2201.00000,986732634.96918,10.00000,10.00000,9134800.00000,100.00000,0.95190,91348.00000
943,943.00000,2226.00000,988062776.30989,10.00000,10.00000,9140700.00000,100.00000,0.95190,91407.00000
944,944.00000,2151.00000,933547917.65060,10.00000,10.00000,9146600.00000,100.00000,0.95190,91466.00000
945,945.00000,2189.00000,995650558.99131,10.00000,10.00000,9152500.00000,100.00000,0.95190,91525.00000
946,946.00000,2191.00000,976175700.33202,10.00000,10.00000,9158400.00000,100.00000,0.95190,91584.00000
947,947.00000,2203.00000,981885841.67273,10.00000,10.00000,9164200.00000,100.00000,0.95190,91642.00000
948,948.00000,2215.00000,982111937.99564,10.00000,10.00000,9170000.00000,100.00000,0.95190,91700.00000
949,949.00000,2234.00000,986170534.31855,10.00000,10.00000,9175800.00000,100.00000,0.95190,91758.00000
950,950.00000,2172.00000,942049130.64145,10.00000,10.00000,9181600.00000,100.00000,0.95190,91816.00000
951,951.00000,2201.00000,992097726.96436,10.00000,10.00000,9187400.00000,100.00000,0.95190,91874.00000
952,952.00000,2221.00000,987396323.28727,10.00000,10.00000,9193200.00000,100.00000,0.95190,91932.00000
953,953.00000,2232.00000,982694919.61018,10.00000,10.00000,9199000.00000,100.00000,0.95190,91990.00000
954,954.00000,2176.00000,946238515.93309,10.00000,10.00000,9204800.00000,100.00000,0.95190,92048.00000
955,955.00000,2191.00000,985337112.25600,10.00000,10.00000,9210600.00000,100.00000,0.95190,92106.00000
956,956.00000,2212.00000,988848208.57890,10.00000,10.00000,9216300.00000,100.00000,0.95190,92163.00000
957,957.00000,2245.00000,995635502.83452,10.00000,10.00000,9222000.00000,100.00000,0.95190,92220.00000
958,958.00000,2183.00000,943840297.09014,10.00000,10.00000,9227700.00000,100.00000,0.95190,92277.00000
959,959.00000,2229.00000,1003187591.34576,10.00000,10.00000,9233400.00000,100.00000,0.95190,92334.00000
960,960.00000,2258.00000,994097385.60138,10.00000,10.00000,9239000.00000,100.00000,0.95190,92390.00000
961,961.00000,2200.00000,946673614.96749,10.00000,10.00000,9244600.00000,100.00000,0.95190,92446.00000
962,962.00000,2201.00000,979184844.33360,10.00000,10.00000,9250100.00000,100.00000,0.95190,92501.00000
963,963.00000,2229.00000,994167740.46281,10.00000,10.00000,9255600.00000,100.00000,0.95190,92556.00000
964,964.00000,2248.00000,989440636.59202,10.00000,10.00000,9261100.00000,100.00000,0.95190,92611.00000
965,965.00000,2185.00000,944746032.72123,10.00000,10.00000,9266600.00000,100.00000,0.95190,92666.00000
966,966.00000,2197.00000,986008928.85045,10.00000,10.00000,9272100.00000,100.00000,0.95190,92721.00000
967,967.00000,2195.00000,978544324.97966,10.00000,10.00000,9277600.00000,100.00000,0.95190,92776.00000
968,968.00000,2221.00000,994074721.10887,10.00000,10.00000,9283100.00000,100.00000,0.95190,92831.00000
969,969.00000,2266.00000,1004677617.23808,10.00000,10.00000,9288600.00000,100.00000,0.95190,92886.00000
970,970.00000,2194.00000,940820513.36729,10.00000,10.00000,9294100.00000,100.00000,0.95190,92941.00000
971,971.00000,2226.00000,997960909.49650,10.00000,10.00000,9299500.00000,100.00000,0.95190,92995.00000
972,972.00000,2258.00000,998153198.77497,10.00000,10.00000,9304900.00000,100.00000,0.95190,93049.00000
973,973.00000,2202.00000,950165488.05345,10.00000,10.00000,9310300.00000,100.00000,0.95190,93103.00000
974,974.00000,2210.00000,985397777.33192,10.00000,10.00000,9315700.00000,100.00000,0.95190,93157.00000
975,975.00000,2232.00000,993255066.61040,10.00000,10.00000,9321100.00000,100.00000,0.95190,93211.00000
976,976.00000,2242.00000,986877355.88887,10.00000,10.00000,9326500.00000,100.00000,0.95190,93265.00000
977,977.00000,2171.00000,942722145.16735,10.00000,10.00000,9331900.00000,100.00000,0.95190,93319.00000
978,978.00000,2197.00000,996021934.44582,10.00000,10.00000,9337300.00000,100.00000,0.95190,93373.00000
979,979.00000,2236.00000,1003331723.72430,10.00000,10.00000,9342700.00000,100.00000,0.95190,93427.00000
980,980.00000,2242.00000,985456513.00277,10.00000,10.00000,9348100.00000,100.00000,0.95190,93481.00000
981,981.00000,2261.00000,992766302.28124,10.00000,10.00000,9353500.00000,100.00000,0.95190,93535.00000
982,982.00000,2182.00000,939303591.55972,10.00000,10.00000,9358900.00000,100.00000,0.95190,93589.00000
983,983.00000,2175.00000,978915880.83819,10.00000,10.00000,9364200.00000,100.00000,0.95190,93642.00000
984,984.00000,2188.00000,990050284.60377,10.00000,10.00000,9369500.00000,100.00000,0.95190,93695.00000
985,985.00000,2192.00000,985307188.36934,10.00000,10.00000,9374800.00000,100.00000,0.95190,93748.00000
986,986.00000,2203.00000,989324092.13491,10.00000,10.00000,9380100.00000,100.00000,0.95190,93801.00000
987,987.00000,2223.00000,994435995.90048,10.00000,10.00000,9385400.00000,100.00000,0.95190,93854.00000
988,988.00000,2250.00000,998452899.66605,10.00000,10.00000,9390600.00000,100.00000,0.95190,93906.00000
989,989.00000,2187.00000,949354634.43706,10.00000,10.00000,9395800.00000,100.00000,0.95190,93958.00000
990,990.00000,2173.00000,976358869.20808,10.00000,10.00000,9401000.00000,100.00000,0.95190,94010.00000
991,991.00000,2163.00000,978725603.97908,10.00000,10.00000,9406200.00000,100.00000,0.95190,94062.00000
992,992.00000,2170.00000,988209838.75010,10.00000,10.00000,9411400.00000,100.00000,0.95190,94114.00000
993,993.00000,2188.00000,994409073.52111,10.00000,10.00000,9416600.00000,100.00000,0.95190,94166.00000
994,994.00000,2212.00000,997870808.29212,10.00000,10.00000,9421800.00000,100.00000,0.95190,94218.00000
995,995.00000,2224.00000,991477543.06313,10.00000,10.00000,9426900.00000,100.00000,0.95190,94269.00000
996,996.00000,2257.00000,1003144320.75724,10.00000,10.00000,9432000.00000,100.00000,0.95190,94320.00000
997,997.00000,2181.00000,943636098.45134,10.00000,10.00000,9437100.00000,100.00000,0.95190,94371.00000
998,998.00000,2223.00000,1008410376.14545,10.00000,10.00000,9442200.00000,100.00000,0.95190,94422.00000
999,999.00000,2256.00000,1003652153.83956,10.00000,10.00000,9447200.00000,100.00000,0.95190,94472.00000
1000,1000.00000,2183.00000,945779181.94215,10.00000,10.00000,9452200.00000,100.00000,0.95190,94522.00000
