,Year,Total Human Population,Human Kcal Deficit,Total Prey Animals Population,Number of Prey Animals Eaten,Total Cereal Population (*10^3),Number of Cereal Patches Exploited,Proportion of Domestic-Type Cereal,Average Cereal Patch Density (*10^3)
262,262.00000,231.00000,127109770.33125,6000.00000,0.00000,3999000.00000,41.00000,0.36852,39990.00000
263,263.00000,231.00000,127949978.85621,6000.00000,0.00000,4003000.00000,41.00000,0.36973,40030.00000
264,264.00000,228.00000,126600715.66227,6000.00000,0.00000,4007000.00000,41.00000,0.37095,40070.00000
265,265.00000,229.00000,125440488.65410,6000.00000,0.00000,4010800.00000,40.00000,0.37187,40108.00000
266,266.00000,227.00000,127694686.02380,6000.00000,0.00000,4014800.00000,41.00000,0.37309,40148.00000
267,267.00000,228.00000,125969223.47930,6000.00000,0.00000,4018600.00000,40.00000,0.37401,40186.00000
268,268.00000,232.00000,128014627.10285,6000.00000,1.00000,4022400.00000,40.00000,0.37494,40224.00000
269,269.00000,229.00000,127949453.00672,6000.00000,0.00000,4026400.00000,41.00000,0.37616,40264.00000
270,270.00000,235.00000,129482922.94491,6000.00000,0.00000,4030200.00000,40.00000,0.37709,40302.00000
271,271.00000,237.00000,131237924.03669,6000.00000,0.00000,4034200.00000,41.00000,0.37832,40342.00000
272,272.00000,233.00000,128250029.87243,6000.00000,0.00000,4038200.00000,41.00000,0.37955,40382.00000
273,273.00000,235.00000,131832672.05297,6000.00000,0.00000,4042200.00000,41.00000,0.38060,40422.00000
274,274.00000,241.00000,134300886.05089,6000.00000,0.00000,4046200.00000,41.00000,0.38166,40462.00000
275,275.00000,237.00000,132883787.65332,6000.00000,0.00000,4050300.00000,42.00000,0.38289,40503.00000
276,276.00000,242.00000,134335161.70750,6000.00000,0.00000,4054200.00000,41.00000,0.38383,40542.00000
277,277.00000,244.00000,136753221.88681,6000.00000,0.00000,4058300.00000,42.00000,0.38489,40583.00000
278,278.00000,249.00000,138689628.86771,6000.00000,0.00000,4062400.00000,42.00000,0.38577,40624.00000
279,279.00000,249.00000,140087348.10152,6000.00000,0.00000,4066600.00000,43.00000,0.38684,40666.00000
280,280.00000,255.00000,139809505.69287,6000.00000,0.00000,4070700.00000,42.00000,0.38760,40707.00000
281,281.00000,249.00000,137380354.27680,6000.00000,0.00000,4074900.00000,43.00000,0.38867,40749.00000
282,282.00000,247.00000,135989000.39289,6000.00000,0.00000,4078900.00000,42.00000,0.38926,40789.00000
283,283.00000,247.00000,137319244.41009,6000.00000,0.00000,4083000.00000,42.00000,0.38984,40830.00000
284,284.00000,255.00000,141938866.81026,6000.00000,0.00000,4087100.00000,42.00000,0.39056,40871.00000
285,285.00000,247.00000,137350124.32432,6000.00000,0.00000,4091300.00000,43.00000,0.39145,40913.00000
286,286.00000,245.00000,136998307.58322,6000.00000,0.00000,4095300.00000,42.00000,0.39186,40953.00000
287,287.00000,254.00000,139346962.61657,6000.00000,0.00000,4099200.00000,41.00000,0.39197,40992.00000
288,288.00000,256.00000,143518783.46565,6000.00000,0.00000,4103400.00000,43.00000,0.39269,41034.00000
289,289.00000,258.00000,143787285.36351,6000.00000,0.00000,4107600.00000,43.00000,0.39340,41076.00000
290,290.00000,263.00000,145698584.10555,6000.00000,0.00000,4111800.00000,43.00000,0.39412,41118.00000
291,291.00000,265.00000,148340317.56127,6000.00000,0.00000,4116100.00000,44.00000,0.39501,41161.00000
292,292.00000,272.00000,151383898.29354,6000.00000,0.00000,4120400.00000,44.00000,0.39591,41204.00000
293,293.00000,278.00000,155228734.06455,6000.00000,0.00000,4124800.00000,45.00000,0.39698,41248.00000
294,294.00000,275.00000,150647061.69422,6000.00000,0.00000,4129200.00000,45.00000,0.39806,41292.00000
295,295.00000,277.00000,153730948.20074,6000.00000,0.00000,4133600.00000,45.00000,0.39913,41336.00000
296,296.00000,286.00000,157910394.48721,6000.00000,0.00000,4138000.00000,45.00000,0.40021,41380.00000
297,297.00000,280.00000,154230521.95840,6000.00000,0.00000,4142500.00000,46.00000,0.40147,41425.00000
298,298.00000,292.00000,160277190.31474,6000.00000,0.00000,4146900.00000,45.00000,0.40244,41469.00000
299,299.00000,298.00000,165799580.79988,6000.00000,0.00000,4151500.00000,47.00000,0.40370,41515.00000
300,300.00000,299.00000,167809324.71651,6000.00000,0.00000,4156200.00000,48.00000,0.40515,41562.00000
301,301.00000,296.00000,166074505.70800,6000.00000,0.00000,4160900.00000,48.00000,0.40659,41609.00000
302,302.00000,299.00000,165447980.71055,6000.00000,0.00000,4165400.00000,47.00000,0.40774,41654.00000
303,303.00000,294.00000,161457282.62032,6000.00000,0.00000,4170000.00000,47.00000,0.40890,41700.00000
304,304.00000,292.00000,163494792.40426,6000.00000,0.00000,4174600.00000,47.00000,0.41005,41746.00000
305,305.00000,292.00000,160639762.73944,6000.00000,0.00000,4179000.00000,46.00000,0.41102,41790.00000
306,306.00000,289.00000,159345764.12907,6000.00000,0.00000,4183400.00000,46.00000,0.41200,41834.00000
307,307.00000,291.00000,162432321.40109,6000.00000,0.00000,4187800.00000,46.00000,0.41298,41878.00000
308,308.00000,286.00000,158949435.58957,6000.00000,0.00000,4192200.00000,46.00000,0.41396,41922.00000
309,309.00000,288.00000,158799136.05834,6000.00000,0.00000,4196400.00000,45.00000,0.41463,41964.00000
310,310.00000,290.00000,159088199.11229,6000.00000,0.00000,4200700.00000,45.00000,0.41532,42007.00000
311,311.00000,290.00000,162640079.21395,6000.00000,0.00000,4205200.00000,46.00000,0.41630,42052.00000
312,312.00000,295.00000,165734039.91506,6000.00000,0.00000,4209700.00000,46.00000,0.41728,42097.00000
313,313.00000,299.00000,165543570.60074,6000.00000,0.00000,4214200.00000,46.00000,0.41826,42142.00000
314,314.00000,302.00000,165353672.33258,6000.00000,0.00000,4218700.00000,46.00000,0.41937,42187.00000
315,315.00000,305.00000,170189964.69410,6000.00000,0.00000,4223300.00000,47.00000,0.42065,42233.00000
316,316.00000,307.00000,170062288.83519,6000.00000,0.00000,4227900.00000,47.00000,0.42194,42279.00000
317,317.00000,306.00000,168840401.91838,6000.00000,0.00000,4232500.00000,47.00000,0.42323,42325.00000
318,318.00000,309.00000,171451805.41604,6000.00000,0.00000,4237100.00000,47.00000,0.42434,42371.00000
319,319.00000,313.00000,172394355.56764,6000.00000,0.00000,4241700.00000,47.00000,0.42545,42417.00000
320,320.00000,318.00000,177932021.34587,6000.00000,0.00000,4246400.00000,48.00000,0.42674,42464.00000
321,321.00000,314.00000,173447544.78810,6000.00000,0.00000,4251100.00000,48.00000,0.42804,42511.00000
322,322.00000,319.00000,178818906.56332,6000.00000,0.00000,4255800.00000,48.00000,0.42934,42558.00000
323,323.00000,323.00000,178716108.23895,6000.00000,0.00000,4260500.00000,48.00000,0.43064,42605.00000
324,324.00000,322.00000,176424151.38512,6000.00000,0.00000,4265200.00000,48.00000,0.43195,42652.00000
325,325.00000,328.00000,180703037.57477,6000.00000,0.00000,4269900.00000,48.00000,0.43325,42699.00000
326,326.00000,330.00000,183712550.26277,6000.00000,0.00000,4274700.00000,49.00000,0.43474,42747.00000
327,327.00000,334.00000,185305591.74440,6000.00000,0.00000,4279500.00000,49.00000,0.43624,42795.00000
328,328.00000,339.00000,186352200.79682,6000.00000,0.00000,4284300.00000,49.00000,0.43774,42843.00000
329,329.00000,337.00000,187896435.20102,6000.00000,0.00000,4289200.00000,50.00000,0.43942,42892.00000
330,330.00000,339.00000,185746483.17309,6000.00000,0.00000,4294000.00000,49.00000,0.44082,42940.00000
331,331.00000,341.00000,191141372.98512,6000.00000,0.00000,4298900.00000,50.00000,0.44232,42989.00000
332,332.00000,358.00000,199879660.61583,6000.00000,0.00000,4303800.00000,50.00000,0.44383,43038.00000
333,333.00000,358.00000,196124863.27452,6000.00000,0.00000,4308800.00000,51.00000,0.44553,43088.00000
334,334.00000,367.00000,201635980.82174,6000.00000,0.00000,4313800.00000,51.00000,0.44723,43138.00000
335,335.00000,374.00000,206273396.99888,6000.00000,0.00000,4318900.00000,52.00000,0.44912,43189.00000
336,336.00000,385.00000,214355026.34934,6000.00000,0.00000,4324100.00000,53.00000,0.45121,43241.00000
337,337.00000,385.00000,214378765.09612,6000.00000,0.00000,4329400.00000,54.00000,0.45350,43294.00000
338,338.00000,392.00000,218961544.06675,6000.00000,0.00000,4334700.00000,54.00000,0.45578,43347.00000
339,339.00000,388.00000,213691620.95244,6000.00000,0.00000,4340000.00000,54.00000,0.45808,43400.00000
340,340.00000,385.00000,214994002.84839,6000.00000,0.00000,4345300.00000,54.00000,0.46019,43453.00000
341,341.00000,385.00000,211942519.24290,6000.00000,0.00000,4350400.00000,53.00000,0.46200,43504.00000
342,342.00000,384.00000,212044353.01010,6000.00000,0.00000,4355500.00000,53.00000,0.46362,43555.00000
343,343.00000,391.00000,217039850.49152,6000.00000,0.00000,4360600.00000,53.00000,0.46525,43606.00000
344,344.00000,390.00000,218735979.83246,6000.00000,0.00000,4365900.00000,54.00000,0.46699,43659.00000
345,345.00000,397.00000,218297665.71681,6000.00000,0.00000,4371000.00000,53.00000,0.46843,43710.00000
346,346.00000,403.00000,223820072.85123,6000.00000,0.00000,4376300.00000,54.00000,0.47017,43763.00000
347,347.00000,409.00000,224477124.41759,6000.00000,0.00000,4381600.00000,54.00000,0.47192,43816.00000
348,348.00000,415.00000,230715646.30639,6000.00000,0.00000,4387000.00000,55.00000,0.47386,43870.00000
349,349.00000,422.00000,231970758.19384,6000.00000,0.00000,4392400.00000,55.00000,0.47581,43924.00000
350,350.00000,430.00000,238893621.45611,6000.00000,0.00000,4397900.00000,56.00000,0.47795,43979.00000
351,351.00000,433.00000,242634892.13957,6000.00000,0.00000,4403500.00000,57.00000,0.48030,44035.00000
352,352.00000,431.00000,240699251.66750,6000.00000,0.00000,4409100.00000,57.00000,0.48246,44091.00000
353,353.00000,434.00000,238458370.80098,6000.00000,0.00000,4414500.00000,56.00000,0.48432,44145.00000
354,354.00000,436.00000,244365199.54156,6000.00000,0.00000,4420100.00000,57.00000,0.48649,44201.00000
355,355.00000,446.00000,249512708.47527,6000.00000,0.00000,4425700.00000,57.00000,0.48866,44257.00000
356,356.00000,442.00000,242617240.91437,6000.00000,0.00000,4431300.00000,57.00000,0.49083,44313.00000
357,357.00000,443.00000,246126302.63749,6000.00000,0.00000,4436900.00000,57.00000,0.49301,44369.00000
358,358.00000,445.00000,247447399.43887,6000.00000,0.00000,4442500.00000,57.00000,0.49520,44425.00000
359,359.00000,445.00000,247128037.12845,6000.00000,0.00000,4448100.00000,57.00000,0.49738,44481.00000
360,360.00000,446.00000,248453221.53185,6000.00000,0.00000,4453700.00000,57.00000,0.49958,44537.00000
361,361.00000,443.00000,247042958.49049,6000.00000,0.00000,4459300.00000,57.00000,0.50178,44593.00000
362,362.00000,450.00000,247468046.35168,6000.00000,0.00000,4464700.00000,56.00000,0.49930,44647.00000
363,363.00000,455.00000,252654993.95114,6000.00000,0.00000,4470300.00000,57.00000,0.50150,44703.00000
364,364.00000,452.00000,249058638.93173,6000.00000,0.00000,4475900.00000,57.00000,0.50350,44759.00000
365,365.00000,460.00000,255825984.17821,6000.00000,0.00000,4481500.00000,57.00000,0.50551,44815.00000
366,366.00000,459.00000,251645110.64513,6000.00000,0.00000,4487100.00000,57.00000,0.50752,44871.00000
367,367.00000,465.00000,256226022.98964,6000.00000,0.00000,4492700.00000,57.00000,0.50953,44927.00000
368,368.00000,472.00000,263458434.19175,6000.00000,0.00000,4498400.00000,58.00000,0.51175,44984.00000
369,369.00000,478.00000,263706772.99223,6000.00000,0.00000,4504100.00000,58.00000,0.51378,45041.00000
370,370.00000,486.00000,271558984.90529,6000.00000,0.00000,4509900.00000,59.00000,0.51601,45099.00000
371,371.00000,495.00000,272908730.65222,6000.00000,0.00000,4515700.00000,59.00000,0.51824,45157.00000
372,372.00000,501.00000,278135733.29869,6000.00000,0.00000,4521600.00000,60.00000,0.52069,45216.00000
373,373.00000,511.00000,281174007.47835,6000.00000,0.00000,4527500.00000,60.00000,0.52314,45275.00000
374,374.00000,509.00000,281585356.87172,6000.00000,0.00000,4533500.00000,61.00000,0.52559,45335.00000
375,375.00000,516.00000,287366984.72629,6000.00000,0.00000,4539500.00000,61.00000,0.52805,45395.00000
376,376.00000,513.00000,282748317.78420,6000.00000,0.00000,4545500.00000,61.00000,0.53052,45455.00000
377,377.00000,524.00000,291271862.86665,6000.00000,0.00000,4551500.00000,61.00000,0.53299,45515.00000
378,378.00000,524.00000,292325493.61285,6000.00000,0.00000,4557600.00000,62.00000,0.53547,45576.00000
379,379.00000,527.00000,288606987.36607,6000.00000,0.00000,4563600.00000,61.00000,0.53766,45636.00000
380,380.00000,542.00000,302226329.62902,6000.00000,0.00000,4569700.00000,62.00000,0.54015,45697.00000
381,381.00000,540.00000,300075767.38097,6000.00000,0.00000,4575900.00000,63.00000,0.54264,45759.00000
382,382.00000,538.00000,294649396.36708,6000.00000,0.00000,4582000.00000,62.00000,0.54464,45820.00000
383,383.00000,547.00000,301457595.66536,6000.00000,0.00000,4588100.00000,62.00000,0.54643,45881.00000
384,384.00000,545.00000,302504489.75317,6000.00000,0.00000,4594300.00000,63.00000,0.54852,45943.00000
385,385.00000,547.00000,305498204.78513,6000.00000,0.00000,4600500.00000,63.00000,0.55062,46005.00000
386,386.00000,539.00000,300828522.66277,6000.00000,0.00000,4606700.00000,63.00000,0.55272,46067.00000
387,387.00000,547.00000,304047236.82513,6000.00000,0.00000,4612700.00000,62.00000,0.55452,46127.00000
388,388.00000,545.00000,299325048.76135,6000.00000,0.00000,4618700.00000,62.00000,0.55633,46187.00000
389,389.00000,553.00000,305554246.34558,6000.00000,0.00000,4624700.00000,62.00000,0.55815,46247.00000
390,390.00000,548.00000,305570425.23500,6000.00000,0.00000,4630900.00000,63.00000,0.56005,46309.00000
391,391.00000,557.00000,307624329.97613,6000.00000,0.00000,4636900.00000,62.00000,0.56166,46369.00000
392,392.00000,557.00000,309817179.97678,6000.00000,0.00000,4643100.00000,63.00000,0.56357,46431.00000
393,393.00000,566.00000,315524254.55048,6000.00000,0.00000,4649300.00000,63.00000,0.56548,46493.00000
394,394.00000,567.00000,311925217.16541,6000.00000,0.00000,4655500.00000,63.00000,0.56719,46555.00000
395,395.00000,573.00000,315409816.15417,6000.00000,0.00000,4661700.00000,63.00000,0.56890,46617.00000
396,396.00000,572.00000,318805536.63319,6000.00000,0.00000,4668000.00000,64.00000,0.57061,46680.00000
397,397.00000,577.00000,316355809.63620,6000.00000,0.00000,4674200.00000,63.00000,0.57202,46742.00000
398,398.00000,584.00000,324656412.21778,6000.00000,0.00000,4680500.00000,64.00000,0.57373,46805.00000
399,399.00000,590.00000,324866254.24931,6000.00000,0.00000,4686800.00000,64.00000,0.57545,46868.00000
400,400.00000,587.00000,327259413.09330,6000.00000,0.00000,4693200.00000,65.00000,0.57717,46932.00000
401,401.00000,590.00000,324737615.25026,6000.00000,0.00000,4699500.00000,64.00000,0.57860,46995.00000
402,402.00000,601.00000,329834698.40954,6000.00000,0.00000,4705800.00000,64.00000,0.58002,47058.00000
403,403.00000,606.00000,333859775.80129,6000.00000,0.00000,4712200.00000,65.00000,0.58175,47122.00000
404,404.00000,616.00000,337365718.95122,6000.00000,0.00000,4718600.00000,65.00000,0.58348,47186.00000
405,405.00000,618.00000,340409701.90339,6000.00000,0.00000,4725100.00000,66.00000,0.58543,47251.00000
406,406.00000,610.00000,335744021.16330,6000.00000,0.00000,4731600.00000,66.00000,0.58739,47316.00000
407,407.00000,601.00000,329332809.24992,6000.00000,0.00000,4737900.00000,65.00000,0.58904,47379.00000
408,408.00000,609.00000,339400078.15462,6000.00000,0.00000,4744300.00000,65.00000,0.59070,47443.00000
409,409.00000,616.00000,339617367.86748,6000.00000,0.00000,4750700.00000,65.00000,0.59237,47507.00000
410,410.00000,619.00000,344897511.13681,6000.00000,0.00000,4757200.00000,66.00000,0.59433,47572.00000
411,411.00000,623.00000,346260503.06052,6000.00000,0.00000,4763700.00000,66.00000,0.59630,47637.00000
412,412.00000,630.00000,348719818.68245,6000.00000,0.00000,4770200.00000,66.00000,0.59828,47702.00000
413,413.00000,634.00000,347895461.15087,6000.00000,0.00000,4776700.00000,66.00000,0.60003,47767.00000
414,414.00000,647.00000,360398844.21619,6000.00000,0.00000,4783300.00000,67.00000,0.60201,47833.00000
415,415.00000,652.00000,363690263.94927,6000.00000,0.00000,4790000.00000,68.00000,0.60400,47900.00000
416,416.00000,655.00000,363425918.74037,6000.00000,0.00000,4796700.00000,68.00000,0.60598,47967.00000
417,417.00000,668.00000,369732834.43518,6000.00000,0.00000,4803400.00000,68.00000,0.60775,48034.00000
418,418.00000,676.00000,374718479.22752,6000.00000,0.00000,4810200.00000,69.00000,0.60953,48102.00000
419,419.00000,689.00000,378263600.37904,6000.00000,0.00000,4817000.00000,69.00000,0.61130,48170.00000
420,420.00000,694.00000,381680971.44607,6000.00000,0.00000,4823900.00000,70.00000,0.61330,48239.00000
421,421.00000,699.00000,389574529.75703,6000.00000,0.00000,4830900.00000,71.00000,0.61553,48309.00000
422,422.00000,715.00000,396478119.60885,6000.00000,0.00000,4837900.00000,71.00000,0.61776,48379.00000
423,423.00000,722.00000,399553606.49219,6000.00000,0.00000,4845000.00000,72.00000,0.61999,48450.00000
424,424.00000,720.00000,395513215.71586,6000.00000,0.00000,4852100.00000,72.00000,0.62223,48521.00000
425,425.00000,733.00000,404614157.24928,6000.00000,0.00000,4859200.00000,72.00000,0.62448,48592.00000
426,426.00000,734.00000,406136856.48394,6000.00000,0.00000,4866400.00000,73.00000,0.62695,48664.00000
427,427.00000,738.00000,408703462.10731,6000.00000,0.00000,4873600.00000,73.00000,0.62943,48736.00000
428,428.00000,750.00000,414009080.63528,6000.00000,0.00000,4880800.00000,73.00000,0.63192,48808.00000
429,429.00000,767.00000,424957616.38530,6000.00000,0.00000,4888100.00000,74.00000,0.63463,48881.00000
430,430.00000,768.00000,424501296.72432,6000.00000,0.00000,4895500.00000,75.00000,0.63758,48955.00000
431,431.00000,764.00000,422757700.33495,6000.00000,0.00000,4902900.00000,75.00000,0.64054,49029.00000
432,432.00000,781.00000,427888265.75871,6000.00000,0.00000,4910100.00000,74.00000,0.64321,49101.00000
433,433.00000,773.00000,429937474.32930,6000.00000,0.00000,4917600.00000,76.00000,0.64618,49176.00000
434,434.00000,770.00000,426257938.75270,6000.00000,0.00000,4925000.00000,75.00000,0.64886,49250.00000
435,435.00000,782.00000,435435481.87715,6000.00000,0.00000,4932400.00000,75.00000,0.65155,49324.00000
436,436.00000,797.00000,438044700.58642,6000.00000,0.00000,4939800.00000,75.00000,0.65424,49398.00000
437,437.00000,806.00000,443174463.10944,6000.00000,0.00000,4947300.00000,76.00000,0.65724,49473.00000
438,438.00000,817.00000,452762062.85095,6000.00000,0.00000,4954900.00000,77.00000,0.66048,49549.00000
439,439.00000,819.00000,448872860.79622,6000.00000,0.00000,4962500.00000,77.00000,0.66373,49625.00000
440,440.00000,827.00000,453198207.12098,6000.00000,0.00000,4970100.00000,77.00000,0.66676,49701.00000
441,441.00000,847.00000,468324802.08648,6000.00000,0.00000,4977800.00000,78.00000,0.67002,49778.00000
442,442.00000,844.00000,464360822.84958,6000.00000,0.00000,4985600.00000,79.00000,0.67353,49856.00000
443,443.00000,846.00000,468171772.51751,6000.00000,0.00000,4993400.00000,79.00000,0.67705,49934.00000
444,444.00000,862.00000,476912400.76898,6000.00000,0.00000,5001200.00000,79.00000,0.68058,50012.00000
445,445.00000,874.00000,483445707.47784,6000.00000,0.00000,5009100.00000,80.00000,0.68413,50091.00000
446,446.00000,884.00000,491099972.19516,6000.00000,0.00000,5017100.00000,81.00000,0.68792,50171.00000
447,447.00000,892.00000,491111570.12465,6000.00000,0.00000,5025100.00000,81.00000,0.69172,50251.00000
448,448.00000,898.00000,498828096.76013,6000.00000,0.00000,5033200.00000,82.00000,0.69577,50332.00000
449,449.00000,914.00000,505440295.88534,6000.00000,0.00000,5041300.00000,82.00000,0.69983,50413.00000
450,450.00000,923.00000,510481097.21547,6000.00000,0.00000,5049500.00000,83.00000,0.70415,50495.00000
451,451.00000,933.00000,512196007.47090,6000.00000,0.00000,5057700.00000,83.00000,0.70825,50577.00000
452,452.00000,926.00000,511794777.85351,6000.00000,0.00000,5066000.00000,84.00000,0.71260,50660.00000
453,453.00000,946.00000,519968629.83649,6000.00000,0.00000,5074200.00000,83.00000,0.71666,50742.00000
454,454.00000,962.00000,526706783.98046,6000.00000,0.00000,5082500.00000,84.00000,0.72104,50825.00000
455,455.00000,965.00000,528566951.53405,6000.00000,0.00000,5090900.00000,85.00000,0.72544,50909.00000
456,456.00000,976.00000,541943323.47800,6000.00000,0.00000,5099400.00000,86.00000,0.72985,50994.00000
457,457.00000,964.00000,530517421.81664,6000.00000,0.00000,5107900.00000,86.00000,0.73428,51079.00000
458,458.00000,969.00000,533147069.27883,6000.00000,0.00000,5116200.00000,85.00000,0.73842,51162.00000
459,459.00000,986.00000,540861474.76937,6000.00000,0.00000,5124600.00000,85.00000,0.74233,51246.00000
460,460.00000,991.00000,543279011.48852,6000.00000,0.00000,5133100.00000,86.00000,0.74656,51331.00000
461,461.00000,1004.00000,556690739.83706,6000.00000,0.00000,5141700.00000,87.00000,0.75054,51417.00000
462,462.00000,1018.00000,558358579.77386,6000.00000,0.00000,5150300.00000,87.00000,0.75385,51503.00000
463,463.00000,1013.00000,556969077.69690,6000.00000,0.00000,5159000.00000,88.00000,0.75786,51590.00000
464,464.00000,1021.00000,565207120.28695,6000.00000,0.00000,5167700.00000,88.00000,0.76189,51677.00000
465,465.00000,1021.00000,561949463.59519,6000.00000,0.00000,5176400.00000,88.00000,0.76592,51764.00000
466,466.00000,1035.00000,570738614.90227,6000.00000,0.00000,5185100.00000,88.00000,0.76972,51851.00000
467,467.00000,1043.00000,576500703.75911,6000.00000,0.00000,5193900.00000,89.00000,0.77378,51939.00000
468,468.00000,1048.00000,575982388.01316,6000.00000,0.00000,5202700.00000,89.00000,0.77786,52027.00000
469,469.00000,1048.00000,574370808.67043,6000.00000,0.00000,5211500.00000,89.00000,0.78169,52115.00000
470,470.00000,1047.00000,574927532.26377,6000.00000,0.00000,5220300.00000,89.00000,0.78554,52203.00000
471,471.00000,1048.00000,577128301.39978,6000.00000,0.00000,5229100.00000,89.00000,0.78914,52291.00000
472,472.00000,1069.00000,589163010.42576,6000.00000,0.00000,5237900.00000,89.00000,0.79275,52379.00000
473,473.00000,1068.00000,586209243.94516,6000.00000,0.00000,5246800.00000,90.00000,0.79663,52468.00000
474,474.00000,1067.00000,587316805.47794,6000.00000,0.00000,5255700.00000,90.00000,0.80052,52557.00000
475,475.00000,1089.00000,601018350.56563,6000.00000,0.00000,5264600.00000,90.00000,0.80442,52646.00000
476,476.00000,1097.00000,602498987.07477,6000.00000,0.00000,5273600.00000,91.00000,0.80833,52736.00000
477,477.00000,1096.00000,606725833.70199,6000.00000,0.00000,5282700.00000,92.00000,0.81226,52827.00000
478,478.00000,1101.00000,603063741.79494,6000.00000,0.00000,5291700.00000,91.00000,0.81589,52917.00000
479,479.00000,1097.00000,607291038.84347,6000.00000,0.00000,5300800.00000,92.00000,0.81958,53008.00000
480,480.00000,1110.00000,609613782.41723,6000.00000,0.00000,5309700.00000,91.00000,0.82271,53097.00000
481,481.00000,1103.00000,607800270.03753,6000.00000,0.00000,5318800.00000,92.00000,0.82615,53188.00000
482,482.00000,1104.00000,605158306.91017,6000.00000,0.00000,5327700.00000,91.00000,0.82930,53277.00000
483,483.00000,1117.00000,612781742.21920,6000.00000,0.00000,5336700.00000,91.00000,0.83219,53367.00000
484,484.00000,1125.00000,619195964.52217,6000.00000,0.00000,5345800.00000,92.00000,0.83512,53458.00000
485,485.00000,1143.00000,633835460.72232,6000.00000,0.00000,5355000.00000,93.00000,0.83805,53550.00000
486,486.00000,1162.00000,643559214.44156,6000.00000,0.00000,5364300.00000,94.00000,0.84127,53643.00000
487,487.00000,1179.00000,651668052.96782,6000.00000,0.00000,5373700.00000,95.00000,0.84448,53737.00000
488,488.00000,1201.00000,663620226.13855,6000.00000,0.00000,5383200.00000,96.00000,0.84798,53832.00000
489,489.00000,1214.00000,667933227.74768,6000.00000,0.00000,5392800.00000,97.00000,0.85175,53928.00000
490,490.00000,1207.00000,666248742.98571,6000.00000,0.00000,5402500.00000,98.00000,0.85554,54025.00000
491,491.00000,1233.00000,677221145.64325,6000.00000,0.00000,5412100.00000,97.00000,0.85903,54121.00000
492,492.00000,1253.00000,691402511.13280,6000.00000,0.00000,5421900.00000,99.00000,0.86284,54219.00000
493,493.00000,1256.00000,691389216.95621,6000.00000,0.00000,5431800.00000,100.00000,0.86693,54318.00000
494,494.00000,1269.00000,697966005.70954,6000.00000,0.00000,5441700.00000,100.00000,0.87103,54417.00000
495,495.00000,1282.00000,701912515.86576,6000.00000,18.00000,5451600.00000,100.00000,0.87487,54516.00000
496,496.00000,1301.00000,712449177.44699,6000.00000,57.00000,5461500.00000,100.00000,0.87869,54615.00000
497,497.00000,1324.00000,724893388.30425,6000.00000,115.00000,5471400.00000,100.00000,0.88228,54714.00000
498,498.00000,1321.00000,723270548.59853,6000.00000,188.00000,5481300.00000,100.00000,0.88587,54813.00000
499,499.00000,1334.00000,730423234.00406,6000.00000,171.00000,5491200.00000,100.00000,0.88920,54912.00000
500,500.00000,1333.00000,729829547.05425,6000.00000,209.00000,5501100.00000,100.00000,0.89253,55011.00000
501,501.00000,1341.00000,734244800.85303,6000.00000,199.00000,5511000.00000,100.00000,0.89587,55110.00000
502,502.00000,1357.00000,743010996.77523,6000.00000,220.00000,5520900.00000,100.00000,0.89922,55209.00000
503,503.00000,1354.00000,741419136.19976,5944.00000,269.00000,5530800.00000,100.00000,0.90230,55308.00000
504,504.00000,1352.00000,740338573.43164,5938.00000,252.00000,5540700.00000,100.00000,0.90539,55407.00000
505,505.00000,1352.00000,740279878.07724,5968.00000,238.00000,5550600.00000,100.00000,0.90848,55506.00000
506,506.00000,1374.00000,752277551.19495,5987.00000,231.00000,5560500.00000,100.00000,0.91158,55605.00000
507,507.00000,1391.00000,761659093.84599,5961.00000,301.00000,5570400.00000,100.00000,0.91468,55704.00000
508,508.00000,1398.00000,765459507.09452,5841.00000,353.00000,5580300.00000,100.00000,0.91751,55803.00000
509,509.00000,1408.00000,770995378.08267,5662.00000,371.00000,5590200.00000,100.00000,0.92035,55902.00000
510,510.00000,1405.00000,769351551.45283,5465.00000,399.00000,5600100.00000,100.00000,0.92319,56001.00000
511,511.00000,1425.00000,780308028.00303,5304.00000,382.00000,5610000.00000,100.00000,0.92575,56100.00000
512,512.00000,1429.00000,782384728.38057,5095.00000,444.00000,5619900.00000,100.00000,0.92832,56199.00000
513,513.00000,1440.00000,788522171.76387,4806.00000,452.00000,5629800.00000,100.00000,0.93089,56298.00000
514,514.00000,1455.00000,796651358.73516,4510.00000,483.00000,5639700.00000,100.00000,0.93346,56397.00000
515,515.00000,1465.00000,802223289.87796,4167.00000,529.00000,5649600.00000,100.00000,0.93604,56496.00000
516,516.00000,1449.00000,793453965.77711,3768.00000,557.00000,5659500.00000,100.00000,0.93834,56595.00000
517,517.00000,1466.00000,802758589.44470,3388.00000,495.00000,5669400.00000,100.00000,0.94063,56694.00000
518,518.00000,1480.00000,810365369.68284,2955.00000,547.00000,5679300.00000,100.00000,0.94293,56793.00000
519,519.00000,1493.00000,817487377.41047,2451.00000,589.00000,5689200.00000,100.00000,0.94495,56892.00000
520,520.00000,1513.00000,828507640.55129,1875.00000,628.00000,5699100.00000,100.00000,0.94669,56991.00000
521,521.00000,1522.00000,833300025.52015,1248.00000,690.00000,5709000.00000,100.00000,0.94814,57090.00000
