,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
2,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
3,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
4,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
5,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
6,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
7,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
8,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
9,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
10,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
11,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
12,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000,50185000.00000
13,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000
14,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50005000.00000,50010000.00000,50015000.00000,50020000.00000,50025000.00000,50030000.00000,50035000.00000,50040000.00000,50045000.00000,50050000.00000,50055000.00000,50060000.00000,50065000.00000,50070000.00000,50075000.00000,50080000.00000,50085000.00000,50090000.00000,50095000.00000,50100000.00000,50105000.00000,50110000.00000,50115000.00000,50120000.00000,50125000.00000,50130000.00000,50135000.00000,50140000.00000,50145000.00000,50150000.00000,50155000.00000,50160000.00000,50165000.00000,50170000.00000,50175000.00000,50180000.00000
